,Title,Date,Time,Score,Number of Comments
884,"Nearly $500,000 of Donald Trumps 2020 campaign funds have gone to Trump restaurants, hotels and golf clubs",2017-04-18,14:35:28,463,6
885,Scientists to take to the streets in global march for truth,2017-04-18,16:19:10,340,16
886,"Two plaintiffs join suit against Trump, alleging breach of emoluments clause",2017-04-18,04:27:22,3044,108
887,Cotton booed for defending Trump on tax returns,2017-04-18,01:47:16,5647,374
888,L.A. responds to Trump travel ban with Everyone is welcome campaign,2017-04-18,21:02:32,142,35
889,The American mercenary behind Blackwater is helping China establish the new Silk Road,2017-04-18,19:17:46,187,9
890,Trump Lost More Of The Asian-American Vote Than The National Exit Polls Showed,2017-04-18,20:55:56,133,6
891,Georgia race could bring Dems first anti-Trump win & hes not taking it well,2017-04-18,19:59:16,162,15
892,Ivanka Trumps Brand Was Cleared for Chinese Trademarks the Same Day She Dined With Chinese President,2017-04-18,22:36:37,101,9
893,Trumps Tax Giveaway To Wall Street Is Shameful,2017-04-18,14:47:17,381,6
894,Trumps history of using foreign workers on his properties,2017-04-18,23:33:45,73,7
895,The leader of Calexit just announced hes abandoning the movement and settling permanently in Russia,2017-04-18,02:56:56,3510,941
896,Sean Spicer: Lobbyists Deserve Privacy When Visiting the White House,2017-04-17,23:49:24,7784,491
897,Alec Baldwin Gets Under Trumps Skin,2017-04-18,23:41:10,75,3
898,President* Trump Just Placed America in Interesting Company,2017-04-18,21:27:26,113,14
899,Sen. Feinstein booed at town hall for not supporting single-payer,2017-04-18,04:59:18,2232,271
900,GA-06 Special Election Discussion Thread,2017-04-18,22:41:20,1150,6976
901,FBI used dossier allegations to bolster Trump-Russia investigation,2017-04-19,02:03:46,8342,1413
902,Poll: 61 percent of Texans oppose border wall to stop illegal immigration,2017-04-18,20:28:54,15760,1823
903,"Trump weirdly says Korea was part of China, which is totally wrong and could enrage South Korea",2017-04-18,22:33:06,5648,709
904,President Trump still hasnt made one consequential deal. Not one.,2017-04-19,00:03:51,3715,272
905,Donald Trumps Chinese Trademarks Now Part of Emoluments Lawsuit,2017-04-18,21:02:14,6136,254
906,Emoluments lawsuit could force Trump to cough up his tax returns,2017-04-18,21:42:21,4679,262
907,First protected DREAMer is deported under Trump,2017-04-19,00:52:59,2088,580
908,FBI used Trump dossier to help get warrant to monitor ex-aide: report,2017-04-19,02:37:40,1372,111
909,GOP senator: Trump should spend less time at Mar-a-Lago,2017-04-18,23:16:19,2459,98
910,Trumps old tweets are quickly becoming a minefield of hypocrisy,2017-04-18,16:06:48,34272,2226
911,"A month after dismissing federal prosecutors, Justice Department does not have any U.S. attorneys in place",2017-04-19,04:59:35,719,63
912,The Continuing Fallout from Trump and Nuness Fake Scandal,2017-04-19,01:14:41,1389,71
913,"Majority Say Wealthy Americans, Corporations Taxed Too Little",2017-04-18,18:41:56,4933,709
914,"Dem on Trump transparency: If you want privacy, dont go into politics",2017-04-18,18:11:30,5617,218
915,China approved three Ivanka trademarks on same day she met with Chinese president: report,2017-04-18,15:44:29,11858,592
916,Blackwater Founder Erik Prince Said to Have Advised Trump Team,2017-04-18,17:06:12,7026,482
917,Congress Is A Retirement Home For Old White Men & That Has To Change,2017-04-18,19:08:59,4090,334
918,All in the family: Ivanka Trump won 3 trademarks in China after dining with Chinese President Xi Jinping,2017-04-18,17:06:45,4622,155
919,White House Refuses to Promise Insurers That It Wont Sabotage Obamacare,2017-04-19,02:23:36,690,40
920,Miami state senator curses at black lawmaker  and refers to fellow Republicans as niggas,2017-04-19,03:48:17,529,51
921,"Aircraft Carrier Wasnt Sailing to Deter North Korea, as U.S. Suggested",2017-04-18,22:02:28,1540,289
922,Guess Who Came to Dinner With Flynn and Putin,2017-04-18,17:51:49,3449,1175
923,Alabama may lose 1 electoral college vote due to slow growth,2017-04-18,18:51:55,2706,682
924,"Border Wall Could Cost 3 Times Estimates, Senate Democrats Report Says",2017-04-18,23:23:44,1137,81
925,Clinton: That was my last race,2017-04-19,00:26:35,928,510
926,California Assembly Committee Passes Bill to Ban Resources for Federal Marijuana Enforcement,2017-04-19,04:26:48,449,53
927,Donald Trump criticised for congratulating Recep Tayyip Erdogan on winning Turkish referendum,2017-04-18,20:19:45,1896,80
928,Bill OReilly likely out at Fox News,2017-04-19,00:56:14,796,101
929,Republicans grow concerned about Mar-a-Lago: Trump should spend more time in Washington,2017-04-19,03:04:01,531,24
930,"Under Trump, Trade Deficits Are Up, Interest Rates Have Doubled, and Car Sales are Plummeting",2017-04-19,05:19:07,351,46
931,Report: Murdochs leaning toward pulling OReilly off air,2017-04-18,23:50:58,931,49
932,"GOP congressman says not my role to denounce hate speech, tells gay couples dont call it marriage.",2017-04-18,18:04:19,2657,228
933,Trump confuses North Korean leaders on Fox and Friends,2017-04-18,18:44:55,2262,266
934,Report: Paul Manafort Now Advising Chinese Billionaire On Trump Infrastructure Contracts,2017-04-18,21:06:18,1367,35
935,Dems Demand Kushners Clearances Be Revoked,2017-04-18,18:11:40,2384,66
936,Docs want single-payer and so should you,2017-04-19,05:28:58,263,63
937,Gerrymandering means Democrats are playing a rigged game  in Georgia and everywhere else,2017-04-18,19:48:56,1463,119
938,Ted Cruz wants to blame Democrats for a government shutdown in 2017,2017-04-18,15:59:09,3040,375
939,The future of the school-to-prison pipeline under Betsy DeVos is bleak,2017-04-18,16:11:18,2804,155
940,Who Among Us Has Not Misplaced an Aircraft Carrier?,2017-04-19,01:55:43,467,35
941,Betsy DeVos Is Wasting No Time Screwing Over Students Who Borrow Money for College,2017-04-19,01:15:22,487,19
942,"Trumps supporters have been duped: Working-class Americans, betrayed",2017-04-18,14:47:21,3551,484
943,Science strikes back: anti-Trump march draws thousands to Washington,2017-04-18,14:55:13,3323,237
944,Trump skewered Hillary Clinton over Benghazi. But he still hasnt appointed an official to oversee diplomatic security.,2017-04-18,19:11:59,1389,31
945,How Did the Trump Administration Lose an Aircraft Carrier?,2017-04-19,01:49:09,416,37
946,"Elizabeth Warren wants to make your taxes simpler, but tax preparers wont let her",2017-04-18,19:20:23,1341,90
947,Former CIA director: The Russians feign sincerity better than anyone  I lost faith in their willingness to do the right thing,2017-04-18,17:34:38,1683,129
948,"GOP Senator: I Do Wish Trump Would Host State Visits In DC, Not Mar-A-Lago",2017-04-18,23:54:47,500,29
949,Heres proof that Trump is ignorant and deluded about crime,2017-04-18,17:59:02,1488,113
950,Democrat Jon Ossoff has real shot at rebuking Trump in Georgia election upset for congressional seat,2017-04-18,21:17:32,804,48
951,Why is Trump celebrating Turkeys democratic crisis?,2017-04-18,19:11:40,1143,82
952,"Official: White House, Pentagon miscommunicated on aircraft carriers location",2017-04-19,02:35:19,298,45
953,Maryland Victims No Longer Need To Prove They Physically Fought Their Rapist,2017-04-18,20:46:54,814,150
954,Trump Has Deep Links to Organized Crime: Federal Investigators Know It and the Public Is Catching Up,2017-04-19,06:15:08,149,13
955,Poll: Bernie Sanders countrys most popular active politician,2017-04-19,04:14:35,209,109
956,Trump plans to reward tax cheats,2017-04-18,22:00:23,625,14
957,Trumps taxes must be released before tax reform: Painter and Eisen,2017-04-18,15:25:14,2082,94
958,Steve King toasts Dreamer deportation with beer tweet,2017-04-19,04:21:29,185,41
959,Holocaust survivors son pleads with Sen. Feinstein: We cannot work with these fascists in the White House,2017-04-18,22:39:09,501,23
960,Five times Rudy Giuliani was caught up with a controversial foreign client,2017-04-18,18:13:16,1132,30
961,"Fake news is being cited by pupils as fact in their studies, warn teachers",2017-04-19,01:42:13,280,22
962,Trump to Erdogan: Congrats on dismantling democracy!,2017-04-18,23:11:06,445,4
963,Theres a plan in Congress to start charging troops for their GI Bill benefits,2017-04-19,00:27:31,343,82
964,Report: First protected Dreamer deported under Trump,2017-04-19,01:33:47,262,5
965,Trump touted armada he was sending to North Korea while it was sailing in opposite direction,2017-04-19,05:13:41,141,11
966,Poll: More than 6 in 10 Texans oppose border wall,2017-04-19,00:02:19,353,11
967,Trump loses track of US fleet at sea,2017-04-19,02:38:41,212,42
968,D.C. public schools were not invited to mostly white White House Easter Egg Roll.,2017-04-19,02:15:41,232,25
969,"For the first time on record, human-caused climate change has rerouted an entire river",2017-04-18,20:11:27,669,44
970,Miami state senator curses at black lawmaker  and refers to fellow Republicans as niggas,2017-04-19,05:55:06,117,20
971,Were taxing the poor to pay for the longer lives of the rich,2017-04-18,14:12:56,1986,155
972,Donald Trump is heading for a do-nothing presidency,2017-04-18,18:40:27,866,95
973,Homeland Sec. Kelly: Marijuana is a Dangerous Gateway Drug,2017-04-18,23:51:05,330,113
974,Alec Baldwin Gets Under Trumps Skin,2017-04-18,23:41:10,344,10
975,Theres something not right here: British spies warned the US about extensive contact between Trump team and Russia,2017-04-18,06:56:05,13025,1613
976,White House Considers Dumping Petition Site,2017-04-18,20:07:28,625,51
977,Donald Trump Really Doesnt Want Jon Ossoff In Congress,2017-04-18,18:30:44,828,137
978,Find out if you live in the 6th district and should vote today,2017-04-18,21:16:57,510,24
979,"That Armada Heading To North Korea? Actually, It Sailed South",2017-04-19,02:08:41,211,15
980,Nuclear war has become thinkable again  we need a reminder of what it means,2017-04-18,22:45:03,373,34
981,"Mexicos Revenge By antagonizing the U.S.s neighbor to the south, Donald Trump has made the classic bullys error: He has underestimated his victim.",2017-04-18,14:30:10,1642,283
982,Homeland Security Secretary Says Trump Critics Need to Shut Up,2017-04-19,01:06:37,231,69
983,This brutal new poll shows that fewer and fewer people believe Trumps lies,2017-04-19,02:06:43,193,12
984,Source: Fox News and Bill OReilly are talking exit,2017-04-19,05:58:39,91,19
985,Donald Trump Has a Conflict of Interest in Turkey. Just Ask Donald Trump.,2017-04-19,01:52:57,191,3
986,"Trump companies dont always follow his buy American, hire American pledge",2017-04-18,20:40:27,477,14
987,Elizabeth Warren: Americans Should Keep Demanding To See Trumps Taxes,2017-04-18,22:41:14,329,7
988,Trump still hasnt released tax returns as of Tax Day,2017-04-18,23:16:28,292,13
989,The growing appeal of Medicare for all,2017-04-19,04:57:30,104,9
990,"Bernie Said Universal Healthcare Plan Angers Big Pharma  Crowd Replied, F*ck Em!",2017-04-18,21:36:20,385,96
991,"On Russia, Trump and his top national security aides seem to be at odds",2017-04-19,05:00:35,99,15
992, Trump to Erdogan: Congrats On Your Dictatorship!,2017-04-19,02:39:42,151,1
993,The Options for Impeaching Trump,2017-04-19,06:00:15,85,16
994,"Poll: Majority says wealth, corporations dont pay enough taxes.",2017-04-18,18:48:13,611,22
995,Democrat leads early returns in Georgia congressional race,2017-04-19,05:53:48,80,6
996,Trumps acting like a lame duck president,2017-04-18,20:52:04,413,35
997,Smoke pot in Oregon? Your name now protected from feds,2017-04-18,17:12:24,798,28
998,Trump blames Obama without proof for formation of MS-13 crime gang,2017-04-19,02:12:06,162,26
999,Lawsuit against Trump over foreign payments expands,2017-04-18,19:33:05,499,9
1000,GA-06 Special Election Discussion Thread,2017-04-18,22:41:20,1496,11352
1001,"After using n-word in front of black colleagues, Fla. state senator faces calls to resign",2017-04-19,14:39:58,8399,1236
1002,Devin Nunes worked with Trump administration to create a fake scandal about Susan Rice: report,2017-04-19,17:00:32,777,119
1003,US President Donald Trump under fire for being the golfer-in-chief,2017-04-19,12:36:17,1680,154
1004,GOP senator calls on Trump to release his tax returns,2017-04-19,15:39:55,862,82
1005,"A month after sacking all Obama federal prosecutors, Trump has hired zero replacements",2017-04-19,14:34:22,918,52
1006,DNC Chair Slams Trumps Buy American Order: Start With Your Own Damn Businesses,2017-04-19,11:03:19,1489,120
1007,FBI used dossier allegations to bolster Trump-Russia investigation,2017-04-19,02:03:46,17760,2968
1008,"A month after dismissing federal prosecutors, Justice Department does not have any U.S. attorneys in place",2017-04-19,04:59:35,4684,374
1009,Trump Has Deep Links to Organized Crime: Federal Investigators Know It and the Public Is Catching Up,2017-04-19,06:15:08,3046,203
1010,Georgia Has a Message for Republicans: Be Worried,2017-04-19,14:26:48,601,75
1011,Rigged against Ossoff: Georgia lawmaker admits Republicans have drawn district lines to stop him,2017-04-19,09:18:09,1409,266
1012,Trumps Tax Secrecy Will Haunt Republicans in 2018,2017-04-19,15:38:50,412,33
1013,"New election analysis: Yes, it really was blatant racism that gave us President Donald Trump",2017-04-19,15:19:37,384,160
1014,President Trump still hasnt made one consequential deal. Not one.,2017-04-19,00:03:51,7306,566
1015,Georgia special election: Jon Ossoff eyes runoff after narrowly missing outright win,2017-04-19,15:53:54,264,42
1016,GOP rep urges Trump to release taxes,2017-04-19,15:06:09,290,4
1017,Docs want single-payer and so should you,2017-04-19,05:28:58,1686,170
1018,"Trump weirdly says Korea was part of China, which is totally wrong and could enrage South Korea",2017-04-18,22:33:06,7968,970
1019,FBI used Trump dossier to help get warrant to monitor ex-aide: report,2017-04-19,02:37:40,2796,221
1020,Miami state senator curses at black lawmaker  and refers to fellow Republicans as niggas,2017-04-19,03:48:17,2152,168
1021,California Assembly Committee Passes Bill to Ban Resources for Federal Marijuana Enforcement,2017-04-19,04:26:48,1855,137
1022,First protected DREAMer is deported under Trump,2017-04-19,00:52:59,3842,1112
1023,Dirty Dossier helped the FBI obtain a surveillance warrant for former Trump adviser Carter Page,2017-04-19,16:51:45,188,18
1024,Poll: 61 percent of Texans oppose border wall to stop illegal immigration,2017-04-18,20:28:54,17388,2114
1025,Michael Moore: Trump voters will get buyers remorse,2017-04-19,16:10:30,191,106
1026,Pence: Misstatements about U.S. aircraft carrier location not intentional,2017-04-19,17:01:55,146,36
1027,Emoluments lawsuit could force Trump to cough up his tax returns,2017-04-18,21:42:21,6195,306
1028,Donald Trumps Chinese Trademarks Now Part of Emoluments Lawsuit,2017-04-18,21:02:14,7399,295
1029,The Continuing Fallout from Trump and Nuness Fake Scandal,2017-04-19,01:14:41,2578,131
1030,GOP senator: Trump should spend less time at Mar-a-Lago,2017-04-18,23:16:19,3851,153
1031,Officers rue the return of US war on drugs,2017-04-19,15:16:34,181,10
1032,Net neutrality: Americas libraries stand for freedom and fairness,2017-04-19,15:08:48,172,1
1033,White House Refuses to Promise Insurers That It Wont Sabotage Obamacare,2017-04-19,02:23:36,1767,90
1034,Republicans grow concerned about Mar-a-Lago: Trump should spend more time in Washington,2017-04-19,03:04:01,1537,57
1035,How much do we know about Blackwater founder Erik Prince  and his secretive role in shaping Trumps foreign policy?,2017-04-19,16:20:14,124,11
1036,Bill OReilly likely out at Fox News,2017-04-19,00:56:14,2021,207
1037,Georgia Didnt Affirm Trump,2017-04-19,16:38:05,116,33
1038,Moya-Smith: Fox News Pundit Repulsively Compares Native Americans to ISIS,2017-04-19,17:05:17,89,15
1039,"Fla. senator calls fellow GOPers n----rs, slurs black colleague",2017-04-19,16:14:19,109,16
1040,"A month after firing all U.S. attorneys, no new ones in place at Justice Department",2017-04-19,13:52:42,165,12
1041,Trumps old tweets are quickly becoming a minefield of hypocrisy,2017-04-18,16:06:48,34817,2258
1042,Trump administration says Iran complying with nuclear deal,2017-04-19,07:41:02,459,49
1043,Clinton: That was my last race,2017-04-19,00:26:35,1688,978
1044,"Majority Say Wealthy Americans, Corporations Taxed Too Little",2017-04-18,18:41:56,5586,788
1045,Trump business practices clash with executive order targeting foreign workers,2017-04-19,16:38:41,86,5
1046,"Dem on Trump transparency: If you want privacy, dont go into politics",2017-04-18,18:11:30,6170,246
1047,Poll: Bernie Sanders countrys most popular active politician,2017-04-19,04:14:35,784,134
1048,Congress Is A Retirement Home For Old White Men & That Has To Change,2017-04-18,19:08:59,4795,367
1049,Blackwater Founder Erik Prince Said to Have Advised Trump Team,2017-04-18,17:06:12,7387,497
1050,China approved three Ivanka trademarks on same day she met with Chinese president: report,2017-04-18,15:44:29,12340,610
1051,Political favor backfiring on newly appointed Alabama senator,2017-04-19,15:02:58,104,3
1052,Ossoff leads in Georgia special election,2017-04-19,07:28:22,400,54
1053,Miami state senator curses at black lawmaker  and refers to fellow Republicans as niggas,2017-04-19,05:55:06,512,32
1054,Coal Museum Sees the Future; Trump Doesnt,2017-04-19,15:52:11,81,2
1055,"Outspent 7:1, Democrats Pull Major Upset Victory in PW County",2017-04-19,12:02:36,160,3
1056,Trump administration certifies Iran is complying with the nuclear deal Trump once called the worst deal ever negotiated,2017-04-19,08:59:04,265,5
1057,Betsy DeVos Is Wasting No Time Screwing Over Students Who Borrow Money for College,2017-04-19,01:15:22,1075,46
1058,"Border Wall Could Cost 3 Times Estimates, Senate Democrats Report Says",2017-04-18,23:23:44,1534,104
1059,Lawsuit Accuses Alt-Right Leader of Terror Campaign Against a Jewish Woman,2017-04-19,15:47:33,76,2
1060,Source: Fox News and Bill OReilly are talking exit,2017-04-19,05:58:39,448,42
1061,All male committee ensures rapists still have rights to see their victims children,2017-04-19,17:13:45,56,18
1062,Report: Murdochs leaning toward pulling OReilly off air,2017-04-18,23:50:58,1315,59
1063,"Aircraft Carrier Wasnt Sailing to Deter North Korea, as U.S. Suggested",2017-04-18,22:02:28,1869,316
1064,Opinion: Donald Trump has just double-crossed the American working class,2017-04-19,17:30:43,50,10
1065,All in the family: Ivanka Trump won 3 trademarks in China after dining with Chinese President Xi Jinping,2017-04-18,17:06:45,5011,162
1066,Trump touted armada he was sending to North Korea while it was sailing in opposite direction,2017-04-19,05:13:41,461,34
1067,Alabama may lose 1 electoral college vote due to slow growth,2017-04-18,18:51:55,3052,736
1068,Donald Trump criticised for congratulating Recep Tayyip Erdogan on winning Turkish referendum,2017-04-18,20:19:45,2234,83
1069,The Special Election in Georgia Is Heading to a Runoff,2017-04-19,14:47:54,74,12
1070,Guess Who Came to Dinner With Flynn and Putin,2017-04-18,17:51:49,3701,1212
1071,The Options for Impeaching Trump,2017-04-19,06:00:15,369,33
1072,Sanders urges Democrats to reach out to Trump supporters,2017-04-19,07:04:17,293,174
1073,Who Among Us Has Not Misplaced an Aircraft Carrier?,2017-04-19,01:55:43,747,43
1074,Republicans believe only corporations need a tax cut and everything else just complicates that goal.,2017-04-19,17:22:56,44,9
1075,How Did the Trump Administration Lose an Aircraft Carrier?,2017-04-19,01:49:09,734,43
1076,Steve King toasts Dreamer deportation with beer tweet,2017-04-19,04:21:29,446,59
1077,Report: Paul Manafort Now Advising Chinese Billionaire On Trump Infrastructure Contracts,2017-04-18,21:06:18,1642,37
1078,"GOP congressman says not my role to denounce hate speech, tells gay couples dont call it marriage.",2017-04-18,18:04:19,2942,247
1079,"A blue wave begins? Republicans may be in trouble in Kansas, Montana and Georgia elections",2017-04-19,15:57:27,55,22
1080,Scott Pruitts New Plan for the EPA Will Destroy Towns Like This One,2017-04-19,15:35:15,58,4
1081,Democrat Narrowly Misses Outright Win in Georgia House Race,2017-04-19,09:11:44,175,51
1082,Trump confuses North Korean leaders on Fox and Friends,2017-04-18,18:44:55,2474,278
1083,Universal Basic Income: The Way to Fix Welfare,2017-04-19,11:03:32,121,32
1084,Dems Demand Kushners Clearances Be Revoked,2017-04-18,18:11:40,2625,67
1085,Could Trumps Financial Ties Have Influenced His Phone Call With Erdogan?,2017-04-19,06:58:29,228,11
1086,Gerrymandering means Democrats are playing a rigged game  in Georgia and everywhere else,2017-04-18,19:48:56,1731,127
1087,How Trumps First 100 Days Could End in a Government Shutdown,2017-04-19,14:08:01,59,8
1088,Watchdog group to sue for Trump Tower wiretap records,2017-04-19,17:14:22,32,4
1089,"Official: White House, Pentagon miscommunicated on aircraft carriers location",2017-04-19,02:35:19,492,60
1090,"Woman told ex-husband on his deathbed that Trump was impeached, so he could die happy",2017-04-19,08:42:27,161,21
1091,"Oversight Dem blasts Trump family disclosures, wants Prince to testify",2017-04-19,06:48:43,228,6
1092,Florida senator used racial slurs to colleagues,2017-04-19,13:39:50,62,6
1093,"In business dealings, Donald Trump has ignored Buy American ethos",2017-04-19,10:27:38,114,2
1094,Polls show Trump exhausts supporters and swing voters,2017-04-19,07:20:04,197,29
1095,Republicans face voter anger over Trump and his taxes,2017-04-19,07:53:11,180,7
1096,Trump falsely claims Obama policies to blame for growth of MS-13 gang in the U.S.,2017-04-19,08:39:30,149,11
1097,"GOP Senator: I Do Wish Trump Would Host State Visits In DC, Not Mar-A-Lago",2017-04-18,23:54:47,718,43
1098,Ted Cruz wants to blame Democrats for a government shutdown in 2017,2017-04-18,15:59:09,3203,385
1099,The future of the school-to-prison pipeline under Betsy DeVos is bleak,2017-04-18,16:11:18,2943,167
1100,AMA With Ben Shapiro - The Daily Wires Ben Shapiro answers all your questions and solves your life problems in the process.,2017-04-19,23:00:03,141,580
1101,"Utah Congressman Jason Chaffetz Will Not Seek Re-Election, Per Sources",2017-04-19,18:34:40,14245,1548
1102,Poll shows Texas Dem Castro leading Cruz,2017-04-19,17:49:47,5734,865
1103,We just got a huge sign that the US intelligence community believes the Trump dossier is legitimate,2017-04-19,20:20:36,2914,533
1104,"After using n-word in front of black colleagues, Fla. state senator faces calls to resign",2017-04-19,14:39:58,21790,3387
1105,Donald Trump forgets Paul Ryans name and calls him Ron twice,2017-04-19,20:59:46,1900,461
1106,Report: WH Directed Intel Agencies To Find Cover For Trumps Wiretap Claims,2017-04-19,20:01:10,2149,198
1107,"Montana will spend $750,000 to avoid making it easier for Democrats to vote",2017-04-19,18:20:49,2742,435
1108,The Susan Rice Scandal Is Based on Absolutely Nothing,2017-04-19,19:08:10,1897,172
1109,Exxon Seeks U.S. Waiver to Work in Russia Despite Sanctions,2017-04-19,21:20:42,1284,218
1110,Fake story wrong about Malia Obama being expelled from Harvard for marijuana use,2017-04-19,19:56:24,1384,208
1111,White House tries backpedaling from Trumps Turkey blunder,2017-04-19,18:01:13,1679,104
1112,US President Donald Trump under fire for being the golfer-in-chief,2017-04-19,12:36:17,5161,540
1113,Paul Manafort Has Not Registered as a Foreign Agent,2017-04-19,21:13:44,850,28
1114,Georgia state senator lets it slip: GOP gerrymandered Ossoffs district to disenfranchise Black voters,2017-04-19,20:42:45,888,56
1115,Exxon asks Trump administration for waiver from Russia sanctions,2017-04-19,22:10:39,636,80
1116,Trumps Tax Secrecy Will Haunt Republicans in 2018,2017-04-19,15:38:50,2110,120
1117,"Ex-Bush WH ethics lawyer on Chaffetz: If you cant do a job right, quit",2017-04-19,20:30:18,837,50
1118,"Jason Chaffetz, Powerful House Republican, Wont Run in 2018",2017-04-19,18:52:15,1116,139
1119,"New election analysis: Yes, it really was blatant racism that gave us President Donald Trump",2017-04-19,15:19:37,2148,906
1120,Sean Spicer cant name a single legislative accomplishment for Trumps first 100 days,2017-04-19,22:09:19,582,112
1121,Georgia special election: Jon Ossoff eyes runoff after narrowly missing outright win,2017-04-19,15:53:54,1782,434
1122,Pence: Misstatements about U.S. aircraft carrier location not intentional,2017-04-19,17:01:55,1412,151
1123,Opinion: Donald Trump has just double-crossed the American working class,2017-04-19,17:30:43,1298,72
1124,Dirty Dossier helped the FBI obtain a surveillance warrant for former Trump adviser Carter Page,2017-04-19,16:51:45,1331,97
1125,Trump Administration Grudgingly Confirms Irans Compliance With Nuclear Deal,2017-04-19,18:22:52,1002,65
1126,Exxon Mobil has reportedly applied for a waiver to work in Russia,2017-04-19,21:43:02,536,39
1127,DNC Chair Slams Trumps Buy American Order: Start With Your Own Damn Businesses,2017-04-19,11:03:19,3705,352
1128,Devin Nunes worked with Trump administration to create a fake scandal about Susan Rice: report,2017-04-19,20:33:21,614,20
1129,Report: White House Scrambled To Justify Trumps Accusation Of Wiretapping,2017-04-19,18:04:50,930,22
1130,Michael Moore: Trump voters will get buyers remorse,2017-04-19,16:10:30,1118,269
1131,Poll: Trump approval rating underwater in Texas,2017-04-19,20:42:27,443,75
1132,Exxon seeks waiver from U.S. sanctions on Russia: WSJ,2017-04-19,22:38:29,288,30
1133,All male committee ensures rapists still have rights to see their victims children,2017-04-19,17:13:45,722,157
1134,Chaffetz wont run for reelection in 2018,2017-04-19,18:55:24,526,31
1135,President Trump Said in 2015 That He Has a Little Conflict of Interest in Turkey,2017-04-19,20:12:55,405,17
1136,Officers rue the return of US war on drugs,2017-04-19,15:16:34,986,65
1137,GOP rep urges Trump to release taxes,2017-04-19,15:06:09,1018,11
1138,"Todd Ricketts, Trumps deputy commerce secretary pick, withdraws from consideration",2017-04-19,21:57:04,292,39
1139,Another GOP Senator Says Donald Trump Should Release His Tax Returns,2017-04-19,19:49:36,398,17
1140,Trumps ethical squalor is worse than you thought,2017-04-19,21:02:48,298,31
1141,Rigged against Ossoff: Georgia lawmaker admits Republicans have drawn district lines to stop him,2017-04-19,09:18:09,2499,415
1142,Tom Brady and Six Others Will Skip Patriots White House Visit Today,2017-04-19,18:27:49,441,89
1143,Sheldon Adelson Gave $5 Million for Trumps Inauguration,2017-04-19,18:06:07,439,36
1144,Sen. Elizabeth Warrens Call To Action: This Fight Will Take Everybody,2017-04-19,18:25:27,412,44
1145,Trumps Syria strike clearly broke international law  and no one seems to care,2017-04-19,19:56:16,311,47
1146,"A month after dismissing federal prosecutors, Justice Department does not have any U.S. attorneys in place",2017-04-19,04:59:35,5305,415
1147,The US economy has become disappointing since Donald Trump was elected president,2017-04-19,21:44:16,211,25
1148,Trump Has Deep Links to Organized Crime: Federal Investigators Know It and the Public Is Catching Up,2017-04-19,06:15:08,3878,304
1149,Jason Chaffetzs Abrupt Exit,2017-04-19,21:36:05,208,47
1150,FBI used dossier allegations to bolster Trump-Russia investigation,2017-04-19,02:03:46,18136,3197
1151,Bernie Sanders Popularity Continues to Soar while Steve Bannon is Americas Least Popular Political Figure,2017-04-19,22:26:39,173,43
1152,Georgia Didnt Affirm Trump,2017-04-19,16:38:05,506,66
1153,How much do we know about Blackwater founder Erik Prince  and his secretive role in shaping Trumps foreign policy?,2017-04-19,16:20:14,528,26
1154,FBI used dossier allegations to bolster Trump-Russia investigation,2017-04-19,19:59:14,245,56
1155,"Fla. senator calls fellow GOPers n----rs, slurs black colleague",2017-04-19,16:14:19,455,38
1156,Net neutrality: Americas libraries stand for freedom and fairness,2017-04-19,15:08:48,519,3
1157,Republican ethics chairman refusing to investigate Trump says he will not seek re-election,2017-04-19,21:08:07,182,11
1158,Trump business practices clash with executive order targeting foreign workers,2017-04-19,16:38:41,395,8
1159,GOP Sen. Susan Collins: Deporting DREAMer contradicts Trumps own policy,2017-04-19,19:42:51,223,16
1160,A lesbian couple got their marriage license  after a county clerk called them an abomination,2017-04-19,17:18:37,345,58
1161,"Trumps Buy American, Hire American Executive Order Means You Shouldnt Buy His Products",2017-04-19,20:57:43,172,8
1162,Adam Schiff warns Trump will probably face serious crisis with North Korea in first term,2017-04-19,18:32:54,256,16
1163,Watchdog group to sue for Trump Tower wiretap records,2017-04-19,17:14:22,322,6
1164,"Trump Job Approval - Disapprove 56%, Approve 40% (Quinnipiac 4/12-4/18)",2017-04-19,22:34:10,113,33
1165,New report reveals FBI has independently corroborated info in dossier on Trumps Russia connections,2017-04-19,21:11:38,149,65
1166,Trump Distorts Ossoffs Record,2017-04-19,17:48:04,271,8
1167,"Colorado Must Return Fines To Exonerated Defendants, Supreme Court Rules",2017-04-19,20:27:05,158,5
1168,Sean Spicer Insists The White House Didnt Mislead Anyone About Location Of U.S. Ships,2017-04-19,22:07:00,104,20
1169,"As Mar-a-Lago Prepares to Close for the Season, Trump Lines Up a New Getaway",2017-04-19,22:10:30,117,64
1170,Pence: The United States is not seeking negotiations with North Korea,2017-04-19,22:43:49,91,48
1171,DHS head John Kelly gave a clear signal that the Trump administration is heading for a marijuana crackdown,2017-04-19,20:43:29,131,41
1172,President Trump still hasnt made one consequential deal. Not one.,2017-04-19,00:03:51,7612,612
1173,Spicer grilled on USS Carl Vinson confusion,2017-04-19,21:12:17,120,20
1174,"Trumps approval rating still underwater, polls show",2017-04-19,21:54:41,104,48
1175,Docs want single-payer and so should you,2017-04-19,05:28:58,2043,226
1176,Trumps base turns on him,2017-04-19,17:39:16,222,17
1177,House Oversight Chairman Jason Chaffetz wont seek reelection,2017-04-19,19:21:37,162,7
